actual,predict,difference,diff%
94000,104723.34,-10723.34375,11.4078125
175000,160014.45,14985.546875,8.563169642857144
90000,118688.32,-28688.3203125,31.875911458333334
167000,132431.05,34568.953125,20.699971931137725
96000,123890.86,-27890.859375,29.052978515625
84000,131039.47,-47039.46875,55.999367559523805
101000,119541.76,-18541.7578125,18.358176051980198
210000,297198.97,-87198.96875,41.523318452380956
275000,265144.53,9855.46875,3.583806818181818
131400,145179.08,-13779.078125,10.486360825722983
131400,129522.88,1877.1171875,1.4285518930745815
95000,153797.48,-58797.484375,61.89208881578947
93000,132570.23,-39570.234375,42.548639112903224
154500,158038.14,-3538.140625,2.2900586569579287
100000,132260.48,-32260.484375,32.260484375
95900,79827.61,16072.390625,16.759531412930134
154900,166774.14,-11874.140625,7.665681488056811
115000,187302.42,-72302.421875,62.871671195652176
96000,115520.445,-19520.4453125,20.333797200520834
85000,137767.67,-52767.671875,62.079613970588234
95000,113377.58,-18377.578125,19.344819078947367
78000,110545.125,-32545.125,41.72451923076923
128500,140466.9,-11966.90625,9.312767509727626
95000,114061.4,-19061.3984375,20.064629934210526
83900,121893.38,-37993.3828125,45.284127309296785
96000,152029.92,-56029.921875,58.364501953125
118600,118551.98,48.0234375,0.04049193718381113
118000,124429.88,-6429.8828125,5.449053230932203
202000,141312.72,60687.28125,30.04320853960396
144000,122574.32,21425.6796875,14.878944227430555
98968,134001.95,-35033.953125,35.399273628849734
105000,107530.76,-2530.7578125,2.410245535714286
265000,305839.1,-40839.09375,15.410978773584905
290000,251521.52,38478.484375,13.268442887931034
90000,126496.164,-36496.1640625,40.55129340277778
75000,122759.0,-47759.0,63.67866666666666
125000,107594.43,17405.5703125,13.92445625
255000,305681.34,-50681.34375,19.875036764705882
117300,130320.805,-13020.8046875,11.100430253623188
96600,107362.95,-10762.953125,11.141773421325052
119000,143444.53,-24444.53125,20.541622899159666
100000,122820.08,-22820.078125,22.820078125000002
97000,161036.86,-64036.859375,66.01738079896907
95000,130177.47,-35177.46875,37.02891447368421
135000,134267.39,732.609375,0.5426736111111111
195000,147441.58,47558.421875,24.388934294871795
195000,214658.39,-19658.390625,10.081225961538461
215000,204823.03,10176.96875,4.733473837209303
122000,178119.47,-56119.46875,45.99956454918033
125000,122499.055,2500.9453125,2.00075625
120000,143432.83,-23432.828125,19.527356770833336
93000,111824.1,-18824.1015625,20.240969422043012
125000,140016.62,-15016.625,12.013300000000001
104840,124296.35,-19456.3515625,18.55813769792064
95900,86214.99,9685.0078125,10.099069668925964
71000,97485.27,-26485.2734375,37.30320202464789
105000,122820.08,-17820.078125,16.971502976190475
165000,205320.58,-40320.578125,24.436714015151516
173000,210994.45,-37994.453125,21.962111632947977
71000,97587.98,-26587.9765625,37.44785431338028
168000,231155.92,-63155.921875,37.59281063988095
99900,116833.164,-16933.1640625,16.950114176676674
128000,124441.07,3558.9296875,2.780413818359375
120000,133324.7,-13324.703125,11.103919270833334
95000,169605.86,-74605.859375,78.53248355263159
110000,104868.82,5131.1796875,4.664708806818182
85900,102515.445,-16615.4453125,19.34277684807916
184900,228358.34,-43458.34375,23.503701325040563
142500,107440.64,35059.359375,24.603059210526315
109000,103245.734,5754.265625,5.279142775229357
140000,187273.69,-47273.6875,33.76691964285714
117300,131192.81,-13892.8125,11.843829923273658
120000,164871.45,-44871.453125,37.39287760416667
110000,130593.77,-20593.7734375,18.721612215909094
299000,190352.19,108647.8125,36.3370610367893
180000,225802.02,-45802.015625,25.445564236111114
85000,98970.24,-13970.2421875,16.435579044117645
100000,125081.98,-25081.9765625,25.081976562500003
170000,211075.73,-41075.734375,24.162196691176472
125000,109846.8,15153.203125,12.1225625
230000,191483.9,38516.09375,16.746127717391303
300000,260967.23,39032.765625,13.010921875000001
120000,95235.13,24764.8671875,20.637389322916665
240000,314523.03,-74523.03125,31.051263020833332
140000,97915.29,42084.7109375,30.0605078125
135000,240304.36,-105304.359375,78.00322916666667
340000,338575.4,1424.59375,0.4189981617647059
230000,203887.73,26112.265625,11.353158967391304
145000,97915.29,47084.7109375,32.472214439655176
142450,121860.92,20589.078125,14.453547297297298
580000,341973.72,238026.28125,41.03901400862069
160000,149118.33,10881.671875,6.801044921875
180000,204070.31,-24070.3125,13.372395833333334
130000,124385.99,5614.0078125,4.318467548076923
250000,263387.84,-13387.84375,5.3551375
190000,150335.61,39664.390625,20.875995065789475
169000,170026.14,-1026.140625,0.607183801775148
168000,133308.55,34691.453125,20.649674479166666
210000,218247.88,-8247.875,3.9275595238095242
95000,143814.11,-48814.109375,51.38327302631579
74800,84975.4,-10175.3984375,13.603473846925136
78000,92464.62,-14464.6171875,18.544381009615385
189000,246221.58,-57221.578125,30.275967261904764
245000,275841.34,-30841.34375,12.588303571428572
97000,116442.15,-19442.1484375,20.043451997422682
155000,131621.67,23378.328125,15.082792338709677
170000,230413.73,-60413.734375,35.53749080882353
120000,137607.64,-17607.640625,14.673033854166667
125000,139380.95,-14380.953125,11.5047625
139500,177998.2,-38498.203125,27.597278225806456
198000,178781.88,19218.125,9.706123737373737
75000,108960.945,-33960.9453125,45.28126041666667
123000,118722.93,4277.0703125,3.47729293699187
148000,170237.11,-22237.109375,15.025073902027028
380000,216578.81,163421.1875,43.00557565789474
300000,327871.72,-27871.71875,9.290572916666667
140000,135154.69,4845.3125,3.4609375
190000,166263.36,23736.640625,12.49296875
150000,166512.61,-16512.609375,11.00840625
110000,116647.54,-6647.5390625,6.043217329545455
190000,257800.55,-67800.546875,35.68449835526316
142000,156149.33,-14149.328125,9.964315580985915
95000,120947.305,-25947.3046875,27.312952302631576
229000,160934.6,68065.40625,29.72288482532751
140000,138120.3,1879.703125,1.3426450892857145
119000,165479.86,-46479.859375,39.058705357142856
145000,189057.11,-44057.109375,30.38421336206897
115000,151949.81,-36949.8125,32.130271739130436
150000,107579.195,42420.8046875,28.280536458333334
202000,146481.78,55518.21875,27.48426670792079
144000,108583.48,35416.5234375,24.594807942708332
120000,139289.72,-19289.71875,16.074765625
105000,121651.46,-16651.4609375,15.858534226190477
108000,122499.055,-14499.0546875,13.425050636574074
147000,227557.2,-80557.203125,54.80081845238095
95000,103291.62,-8291.6171875,8.728018092105264
99500,146182.23,-46682.234375,46.91681846733668
179000,303924.22,-124924.21875,69.79006634078212
91958,118230.305,-26272.3046875,28.569895699667242
100000,147850.4,-47850.40625,47.85040625
340000,371715.1,-31715.09375,9.32796875
139500,162760.95,-23260.953125,16.67451836917563
156000,186882.3,-30882.296875,19.796344150641026
280000,366734.28,-86734.28125,30.97652901785714
139000,183961.45,-44961.453125,32.34636915467626
102000,119027.055,-17027.0546875,16.69319087009804
154500,152840.11,1659.890625,1.07436286407767
109492,116763.586,-7271.5859375,6.641202953183795
148000,227557.2,-79557.203125,53.75486697635136
95000,147937.14,-52937.140625,55.723305921052635
100000,119290.664,-19290.6640625,19.2906640625
97000,134558.75,-37558.75,38.720360824742265
179000,187372.16,-8372.15625,4.677182262569833
119000,142098.14,-23098.140625,19.410202205882353
95000,122111.37,-27111.3671875,28.538281250000004
260000,221557.05,38442.953125,14.785751201923079
210000,209330.45,669.546875,0.31883184523809527
250000,230320.89,19679.109375,7.87164375
148000,101339.54,46660.4609375,31.527338471283784
99000,106524.28,-7524.28125,7.600284090909091
88000,93577.195,-5577.1953125,6.337721946022727
120000,136408.8,-16408.796875,13.673997395833334
299995,262917.44,37077.5625,12.359393489891499
148000,151894.14,-3894.140625,2.6311760979729732
127000,141539.7,-14539.703125,11.448585137795275
155000,145926.9,9073.09375,5.853608870967742
97000,155554.39,-58554.390625,60.36535115979381
108000,135659.55,-27659.546875,25.610691550925925
95000,108242.555,-13242.5546875,13.93953125
110000,150225.08,-40225.078125,36.568252840909096
125000,146540.86,-21540.859375,17.232687499999997
196000,192700.14,3299.859375,1.6836017219387756
120000,101961.37,18038.6328125,15.032194010416667
210000,220563.3,-10563.296875,5.0301413690476195
230000,229355.52,644.484375,0.2802105978260869
107583,113789.49,-6206.4921875,5.769026879246721
120000,135613.3,-15613.296875,13.011080729166666
140000,143905.94,-3905.9375,2.789955357142857
135000,95180.94,39819.0625,29.49560185185185
126000,134267.39,-8267.390625,6.5614211309523816
220000,240792.33,-20792.328125,9.451058238636364
198000,168062.89,29937.109375,15.11975220959596
150000,158899.05,-8899.046875,5.932697916666667
160000,174924.83,-14924.828125,9.328017578125
359900,297379.25,62520.75,17.37170047235343
174000,236028.88,-62028.875,35.648778735632185
185000,261012.05,-76012.046875,41.08759290540541
180000,192494.6,-12494.59375,6.941440972222222
245000,237796.25,7203.75,2.9403061224489795
146000,120956.09,25043.90625,17.15336044520548
85000,115714.266,-30714.265625,36.13443014705882
139900,132386.61,7513.390625,5.370543691922802
113000,151547.98,-38547.984375,34.11326050884956
72000,77746.73,-5746.7265625,7.98156467013889
91957,112985.664,-21028.6640625,22.86793181867612
109900,116713.54,-6813.5390625,6.199762568243858
105000,113233.3,-8233.296875,7.84123511904762
70000,108226.25,-38226.25,54.60892857142857
132000,118582.27,13417.7265625,10.164944365530303
120000,99145.52,20854.4765625,17.37873046875
159000,159948.6,-948.59375,0.5965998427672956
230000,219178.81,10821.1875,4.704864130434783
93000,100154.695,-7154.6953125,7.6932207661290315
99900,136810.64,-36910.640625,36.94758821321321
116100,154985.44,-38885.4375,33.49305555555556
120000,122193.6,-2193.6015625,1.8280013020833332
138000,108296.12,29703.8828125,21.52455276268116
116675,168793.89,-52118.890625,44.67014409685022
109491,116712.79,-7221.7890625,6.59578327214109
138000,159757.42,-21757.421875,15.766247735507246
250000,222914.36,27085.640625,10.834256250000001
304000,235409.89,68590.109375,22.56253597861842
150000,182190.89,-32190.890625,21.46059375
208000,170434.31,37565.6875,18.060426682692306
114900,153952.73,-39052.734375,33.98845463446475
139000,138956.08,43.921875,0.03159847122302158
116600,137652.39,-21052.390625,18.05522352058319
207000,149123.4,57876.59375,27.959707125603867
180000,193164.67,-13164.671875,7.313706597222222
207000,216598.97,-9598.96875,4.637182971014493
182260,277433.34,-95173.34375,52.2184482332931
159000,196276.69,-37276.6875,23.44445754716981
116000,150807.83,-34807.828125,30.00674838362069
260000,283146.22,-23146.21875,8.902391826923077
99000,112421.43,-13421.4296875,13.556999684343435
172000,229438.89,-57438.890625,33.39470385174418
132260,151781.19,-19521.1875,14.759706260396188
144000,124988.67,19011.328125,13.202311197916666
235000,266449.5,-31449.5,13.382765957446807
269000,328722.94,-59722.9375,22.201835501858735
97000,116897.91,-19897.90625,20.513305412371132
173000,222841.77,-49841.765625,28.81026914739884
140200,169559.1,-29359.09375,20.940865727532096
225000,302889.1,-77889.09375,34.617375
295000,326813.4,-31813.40625,10.784205508474576
135000,166401.33,-31401.328125,23.260243055555556
275000,360785.16,-85785.15625,31.194602272727273
257000,246763.89,10236.109375,3.9829219357976653
175000,168938.14,6061.859375,3.4639196428571424
274999,344642.1,-69643.09375,25.32485345401256
146750,144358.39,2391.609375,1.6297167802385006
218000,241323.8,-23323.796875,10.698989392201835
285000,283028.56,1971.4375,0.6917324561403508
495000,393758.38,101241.625,20.452853535353537
260000,306939.97,-46939.96875,18.053834134615386
84900,93825.85,-8925.8515625,10.51337050942285
108000,97160.26,10839.7421875,10.036798321759258
224000,204297.42,19702.578125,8.795793805803571
154500,148832.8,5667.203125,3.668092637540453
116050,133990.3,-17940.296875,15.459109758724686
129990,142693.53,-12703.53125,9.77269886145088
122000,140571.11,-18571.109375,15.222220799180327
144801,156350.58,-11549.578125,7.976172902811444
147000,235802.92,-88802.921875,60.410150935374155
78000,117682.59,-39682.59375,50.87512019230769
88000,146639.55,-58639.546875,66.6358487215909
99000,112190.07,-13190.0703125,13.323303345959598
219000,226355.48,-7355.484375,3.3586686643835613
149999,166780.45,-16781.453125,11.18771000140001
219000,226355.48,-7355.484375,3.3586686643835613
96600,107535.12,-10935.1171875,11.319997088509316
111113,124121.87,-13008.8671875,11.707781436465579
159000,183241.98,-24241.984375,15.246531053459119
154500,152127.19,2372.8125,1.5358009708737863
146800,119525.85,27274.1484375,18.579120189032697
139000,146913.95,-7913.953125,5.693491456834533
66000,99815.14,-33815.140625,51.235061553030306
70000,107060.74,-37060.7421875,52.94391741071428
99000,108628.766,-9628.765625,9.726025883838384
190000,202268.45,-12268.453125,6.457080592105263
93000,123284.56,-30284.5625,32.56404569892473
79900,153308.12,-73408.125,91.875
149000,167259.33,-18259.328125,12.254582634228187
140000,140338.7,-338.703125,0.2419308035714286
143900,245933.53,-102033.53125,70.90585910354413
295000,509035.9,-214035.90625,72.55454449152542
107000,115628.57,-8628.5703125,8.064084404205607
135000,160075.39,-25075.390625,18.574363425925927
250000,225348.33,24651.671875,9.86066875
164000,157657.95,6342.046875,3.86710175304878
108000,116481.414,-8481.4140625,7.853161168981481
257000,203571.94,53428.0625,20.789129377431905
119000,156221.27,-37221.265625,31.278374474789917
99900,139779.31,-39879.3125,39.91923173173173
215000,232944.52,-17944.515625,8.346286337209301
99000,122461.65,-23461.6484375,23.698634785353537
225000,302190.6,-77190.59375,34.30693055555555
275000,335088.75,-60088.75,21.850454545454546
85000,119431.63,-34431.6328125,40.50780330882353
109000,109307.99,-307.9921875,0.2825616399082569
210000,261262.28,-51262.28125,24.410610119047618
130000,140172.64,-10172.640625,7.825108173076924
199000,258698.67,-59698.671875,29.999332600502516
275000,327347.6,-52347.59375,19.035488636363638
125000,165625.3,-40625.296875,32.500237500000004
250000,359041.66,-109041.65625,43.6166625
198500,250885.66,-52385.65625,26.390758816120908
350000,371939.12,-21939.125,6.268321428571428
99900,150987.03,-51087.03125,51.13816941941942
137260,171231.77,-33971.765625,24.74993852906892
245000,190691.98,54308.015625,22.16653698979592
330000,434309.9,-104309.90625,31.6090625
119000,112639.3,6360.703125,5.345128676470588
305000,225957.08,79042.921875,25.915712090163932
107260,129620.055,-22360.0546875,20.84659210096961
99000,123210.45,-24210.453125,24.45500315656566
93000,97160.26,-4160.2578125,4.473395497311828
97000,132873.64,-35873.640625,36.98313466494845
95000,99199.86,-4199.859375,4.420904605263158
128000,137352.28,-9352.28125,7.306469726562501
280000,358180.4,-78180.40625,27.921573660714287
450000,313872.28,136127.71875,30.250604166666665
147000,184663.05,-37663.046875,25.621120323129254
128000,127815.23,184.7734375,0.144354248046875
199000,193280.73,5719.265625,2.874002826633166
125000,168834.8,-43834.796875,35.067837499999996
110000,110526.73,-526.7265625,0.4788423295454545
125000,161483.97,-36483.96875,29.187175
108300,144980.8,-36680.796875,33.869618536472764
249500,275198.97,-25698.96875,10.300187875751503
124000,125615.07,-1615.0703125,1.302476058467742
202000,148299.86,53700.140625,26.58422803217822
164000,205879.38,-41879.375,25.536204268292686
179000,231933.16,-52933.15625,29.57159567039106
